Date (WET),CCGT (40%),CCGT (45%),CCGT (50%),CCGT (55%),COAL (30%),COAL (35%),COAL (40%)
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[03/04/2019 14:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 15:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 16:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 17:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 18:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 19:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 20:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 21:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 22:00],47.62,42.33,38.09,34.63,59.56,51.05,44.67
[03/04/2019 23:00],48.18,42.83,38.55,35.04,60.84,52.15,45.63
[04/04/2019 00:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 01:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 02:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 03:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 04:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 05:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 06:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 07:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 08:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 09:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 10:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 11:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 12:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 13:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 14:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 15:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 16:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 17:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 18:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 19:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 20:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 21:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 22:00],49.68,44.16,39.75,36.13,61.04,52.32,45.78
[04/04/2019 23:00],49.75,44.22,39.80,36.18,61.19,52.45,45.89
[05/04/2019 00:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 01:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 02:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 03:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 04:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 05:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 06:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 07:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 08:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 09:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 10:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 11:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 12:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 13:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 14:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 15:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 16:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 17:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 18:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 19:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 20:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 21:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 22:00],54.42,48.38,43.54,39.58,61.42,52.65,46.07
[05/04/2019 23:00],54.47,48.42,43.57,39.61,61.52,52.73,46.14
[06/04/2019 00:00],54.47,48.42,43.57,39.61,61.52,52.73,46.14
[06/04/2019 01:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 02:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 03:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 04:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 05:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 06:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 07:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 08:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 09:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 10:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 11:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 12:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 13:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 14:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 15:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 16:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 17:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 18:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 19:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 20:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 21:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 22:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[06/04/2019 23:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 00:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 01:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 02:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 03:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 04:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 05:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 06:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 07:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 08:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 09:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 10:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 11:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 12:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 13:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 14:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 15:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 16:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 17:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 18:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 19:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 20:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 21:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 22:00],50.12,44.55,40.09,36.45,61.52,52.73,46.14
[07/04/2019 23:00],49.95,44.40,39.96,36.32,61.14,52.40,45.85
[08/04/2019 00:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 01:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 02:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 03:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 04:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 05:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 06:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 07:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 08:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 09:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 10:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 11:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 12:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 13:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 14:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 15:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 16:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 17:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 18:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 19:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 20:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 21:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 22:00],52.68,46.83,42.15,38.32,61.11,52.38,45.83
[08/04/2019 23:00],53.24,47.32,42.59,38.72,62.36,53.45,46.77
[09/04/2019 00:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 01:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 02:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 03:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 04:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 05:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 06:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 07:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 08:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 09:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 10:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 11:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 12:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 13:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 14:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 15:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 16:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 17:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 18:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 19:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 20:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 21:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 22:00],55.72,49.53,44.58,40.53,62.39,53.48,46.79
[09/04/2019 23:00],55.99,49.77,44.79,40.72,63.00,54.00,47.25
[10/04/2019 00:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 01:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 02:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 03:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 04:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 05:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 06:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 07:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 08:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 09:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 10:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 11:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 12:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 13:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 14:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 15:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 16:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 17:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 18:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 19:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 20:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 21:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 22:00],55.16,49.03,44.13,40.12,62.80,53.83,47.10
[10/04/2019 23:00],55.68,49.50,44.55,40.50,63.98,54.84,47.99
[11/04/2019 00:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 01:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 02:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 03:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 04:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 05:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 06:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 07:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 08:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 09:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 10:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 11:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 12:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 13:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 14:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 15:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 16:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 17:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 18:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 19:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 20:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 21:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 22:00],55.80,49.60,44.64,40.58,64.05,54.90,48.04
[11/04/2019 23:00],55.47,49.31,44.38,40.34,63.31,54.27,47.48
[12/04/2019 00:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 01:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 02:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 03:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 04:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 05:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 06:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 07:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 08:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 09:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 10:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 11:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 12:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 13:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 14:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 15:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 16:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 17:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 18:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 19:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 20:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 21:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 22:00],55.07,48.95,44.06,40.05,63.36,54.31,47.52
[12/04/2019 23:00],55.11,48.99,44.09,40.08,63.45,54.38,47.59
[13/04/2019 00:00],55.11,48.99,44.09,40.08,63.45,54.38,47.59
[13/04/2019 01:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 02:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 03:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 04:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 05:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 06:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 07:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 08:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 09:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 10:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 11:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 12:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 13:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 14:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 15:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 16:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 17:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 18:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 19:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 20:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 21:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 22:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[13/04/2019 23:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 00:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 01:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 02:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 03:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 04:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 05:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 06:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 07:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 08:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 09:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 10:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 11:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 12:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 13:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 14:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 15:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 16:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 17:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 18:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 19:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 20:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 21:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 22:00],54.60,48.53,43.68,39.71,63.45,54.38,47.59
[14/04/2019 23:00],54.66,48.59,43.73,39.75,63.59,54.51,47.69
[15/04/2019 00:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 01:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 02:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 03:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 04:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 05:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 06:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 07:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 08:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 09:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 10:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 11:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 12:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 13:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 14:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 15:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 16:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 17:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 18:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 19:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 20:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 21:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 22:00],51.23,45.54,40.99,37.26,63.53,54.46,47.65
[15/04/2019 23:00],51.32,45.62,41.05,37.32,63.72,54.62,47.79
[16/04/2019 00:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 01:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 02:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 03:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 04:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 05:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 06:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 07:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 08:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 09:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 10:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 11:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 12:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 13:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 14:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 15:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 16:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 17:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 18:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 19:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 20:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 21:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 22:00],52.94,47.06,42.35,38.50,63.90,54.78,47.93
[16/04/2019 23:00],53.13,47.23,42.51,38.64,64.33,55.14,48.25
[17/04/2019 00:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 01:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 02:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 03:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 04:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 05:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 06:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 07:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 08:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 09:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 10:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 11:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 12:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 13:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 14:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 15:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 16:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 17:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 18:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 19:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 20:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 21:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 22:00],52.42,46.60,41.94,38.12,64.37,55.17,48.28
[17/04/2019 23:00],52.18,46.38,41.75,37.95,63.83,54.71,47.87
[18/04/2019 00:00],49.59,44.08,39.67,36.07,63.81,54.69,47.86
