Date (WET),CCGT (40%),CCGT (45%),CCGT (50%),CCGT (55%),COAL (30%),COAL (35%),COAL (40%)
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[15/09/2019 21:00],23.67,21.04,18.94,17.22,14.08,12.07,10.56
[15/09/2019 22:00],23.67,21.04,18.94,17.22,14.08,12.07,10.56
[15/09/2019 23:00],23.67,21.04,18.94,17.22,14.08,12.07,10.56
[16/09/2019 00:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 01:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 02:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 03:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 04:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 05:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 06:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 07:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 08:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 09:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 10:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 11:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 12:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 13:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 14:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 15:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 16:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 17:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 18:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 19:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 20:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 21:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 22:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[16/09/2019 23:00],26.61,23.66,21.29,19.36,14.25,12.22,10.69
[17/09/2019 00:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 01:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 02:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 03:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 04:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 05:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 06:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 07:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 08:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 09:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 10:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 11:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 12:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 13:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 14:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 15:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 16:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 17:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 18:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 19:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 20:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 21:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 22:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[17/09/2019 23:00],21.50,19.11,17.20,15.63,14.08,12.07,10.56
[18/09/2019 00:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 01:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 02:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 03:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 04:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 05:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 06:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 07:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 08:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 09:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 10:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 11:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 12:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 13:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 14:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 15:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 16:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 17:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 18:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 19:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 20:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 21:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 22:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[18/09/2019 23:00],21.07,18.73,16.86,15.32,14.08,12.07,10.56
[19/09/2019 00:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 01:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 02:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 03:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 04:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 05:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 06:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 07:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 08:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 09:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 10:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 11:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 12:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 13:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 14:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 15:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 16:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 17:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 18:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 19:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 20:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 21:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 22:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[19/09/2019 23:00],21.45,19.07,17.16,15.60,14.08,12.07,10.56
[20/09/2019 00:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 01:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 02:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 03:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 04:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 05:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 06:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 07:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 08:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 09:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 10:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 11:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 12:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 13:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 14:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 15:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 16:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 17:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 18:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 19:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 20:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 21:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 22:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[20/09/2019 23:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[21/09/2019 00:00],20.26,18.01,16.21,14.73,14.08,12.07,10.56
[21/09/2019 01:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 02:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 03:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 04:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 05:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 06:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 07:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 08:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 09:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 10:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 11:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 12:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 13:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 14:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 15:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 16:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 17:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 18:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 19:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 20:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 21:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 22:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[21/09/2019 23:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 00:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 01:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 02:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 03:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 04:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 05:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 06:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 07:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 08:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 09:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 10:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 11:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 12:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 13:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 14:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 15:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 16:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 17:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 18:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 19:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 20:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 21:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 22:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[22/09/2019 23:00],20.60,18.31,16.48,14.98,14.08,12.07,10.56
[23/09/2019 00:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 01:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 02:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 03:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 04:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 05:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 06:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 07:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 08:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 09:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 10:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 11:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 12:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 13:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 14:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 15:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 16:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 17:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 18:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 19:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 20:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 21:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 22:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[23/09/2019 23:00],21.67,19.26,17.33,15.76,14.08,12.07,10.56
[24/09/2019 00:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 01:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 02:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 03:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 04:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 05:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 06:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 07:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 08:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 09:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 10:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 11:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 12:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 13:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 14:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 15:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 16:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 17:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 18:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 19:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 20:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 21:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 22:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[24/09/2019 23:00],22.86,20.32,18.29,16.63,14.08,12.07,10.56
[25/09/2019 00:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 01:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 02:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 03:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 04:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 05:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 06:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 07:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 08:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 09:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 10:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 11:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 12:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 13:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 14:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 15:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 16:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 17:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 18:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 19:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 20:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 21:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 22:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[25/09/2019 23:00],21.20,18.84,16.96,15.42,14.25,12.22,10.69
[26/09/2019 00:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 01:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 02:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 03:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 04:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 05:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 06:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 07:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 08:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 09:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 10:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 11:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 12:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 13:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 14:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 15:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 16:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 17:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 18:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 19:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 20:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 21:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 22:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[26/09/2019 23:00],20.94,18.61,16.75,15.23,14.25,12.22,10.69
[27/09/2019 00:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 01:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 02:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 03:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 04:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 05:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 06:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 07:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 08:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 09:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 10:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 11:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 12:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 13:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 14:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 15:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 16:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 17:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 18:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 19:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 20:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 21:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 22:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[27/09/2019 23:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[28/09/2019 00:00],22.61,20.09,18.08,16.44,14.25,12.22,10.69
[28/09/2019 01:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 02:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 03:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 04:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 05:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 06:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 07:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 08:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 09:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 10:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 11:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 12:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 13:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 14:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 15:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 16:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 17:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 18:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 19:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 20:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 21:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 22:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[28/09/2019 23:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 00:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 01:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 02:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 03:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 04:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 05:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 06:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 07:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 08:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 09:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 10:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 11:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 12:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 13:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 14:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 15:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 16:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 17:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 18:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 19:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 20:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 21:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 22:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[29/09/2019 23:00],20.64,18.35,16.51,15.01,14.25,12.22,10.69
[30/09/2019 00:00],18.77,16.68,15.01,13.65,14.25,12.22,10.69
[30/09/2019 01:00],18.77,16.68,15.01,13.65,14.25,12.22,10.69
[30/09/2019 02:00],18.77,16.68,15.01,13.65,14.25,12.22,10.69
[30/09/2019 03:00],18.77,16.68,15.01,13.65,14.25,12.22,10.69
[30/09/2019 04:00],18.77,16.68,15.01,13.65,14.25,12.22,10.69
[30/09/2019 05:00],18.77,16.68,15.01,13.65,14.25,12.22,10.69
[30/09/2019 06:00],18.77,16.68,15.01,13.65,14.25,12.22,10.69
[30/09/2019 07:00],18.77,16.68,15.01,13.65,14.25,12.22,10.69
